关键词,微博内容,微博地址
技术,关于手机的选择(个人备忘方向-以下的描述随着技术更新迭代可能会有变化)一、大方向:选择主流品牌旗舰手机一般没问题。二、系统:iOS EMUI MIUI 前三好用。三、屏幕:AMOLED(OLED）1.调光方式: 如果是低频PWM调光。眼睛如果敏感的话，会不舒服。可以通过开启全程（类）DC调光解决。但是，不是所有的手机都会有开启选项。因为开启可能会导致颜色显示不准或者显示bug等等2.屏幕排列:钻石，类钻石排列的显示精细程度最好，不过，实际还是要看等效的PPI。LCD不用考虑以上两条。3.刷新率:60Hz到90Hz/120Hz提升的感觉最大。4.屏幕亮度:一般最高亮度610nit左右或者以上才能在强光下看清屏幕。5.色准。出厂有校色的一般会显示效果会很好。6.疏油层。现在一般手机屏幕都会有。7.其他。LCD的挖孔屏或者水滴屏的边缘可能会发暗。AMOLED(OLED）在一定条件下可能会可能会泛绿或者泛红。四、充电:一般33w，65w提升感觉最大。分别对应60分钟左右以及30分钟左右从0％充满。五、考虑生态。手机与蓝牙耳机、手表、平板、笔记本、家用电器等等的互通互联。六、售后。最好考虑所在城市有直营店。七、配件。贴膜，可以选择软膜，水凝膜等贴合度很好的膜，贴完后不会有白边。手机壳尽量选择pp壳。轻薄。磨砂质感。充电器、充电宝，尽量选择兼容更多充电协议的大品牌产品。八、具体参数和体验参考@大米评测 @小白测评微博和B站视频频道(体验)对应的微信公众号(详细数据)还有@科技美学 @钟文泽 @新评科技 @HotGuys频道 收起全文d,https://weibo.com/5374353987/JrMZNr19p?refer_flag=1001030103_
技术,周末蹭住蹭吃蹭喝行程圆满完成，感慨社恐终于跨出一步，感慨自己当时没转深户买不了房，感慨自己缺乏投资眼光，感慨男人真不是个省油的灯，内部管理也是个技术活，感慨白月光就是心里的白月光，你算个啥子东西。附盗图一张，记这么多感慨。 2深圳·南山区,https://weibo.com/6193129097/JrMZHvjg0?refer_flag=1001030103_
技术,来自@美学O型腿矫正 的案例分享：最近常问：沈阳做微创OX型腿脂肪填充手术和脂肪移植治疗X型腿哪个医院医生技术精湛，怎么收费？沈阳矫正腿弯不直哪家医院医生好？沈阳矫正X型腿不直哪家医院医生好？北京东方和谐医院怎么收费？技术如何?都可以问上面那个博主哦#沈阳O型腿矫正##沈阳吸脂#小仙女说她最近一直在关注直腿术这个项目，是因为她有腿部是弯的，两条腿腿围相差4CM，妹子实在是太想改变自己这个腿型了，因为觉得这个腿型太影响自己的气质了，于是妹子决定来做脂肪移植改善不对称腿，等到恢复期之后，不仅腿直了还细了，简直就是腿模啊 收起全文d,https://weibo.com/6433404844/JrMZChNsj?refer_flag=1001030103_
技术,#每日一拍# 50M20D 周末外食早餐双人组…秋高气爽打卡长风公园，人生中第一次吃镜糖，转了个大公鸡。拍照技术有待培养~公园门口有崇明桔子买了五斤，有个小朋友一路上偷偷用手抠啊抠~,https://weibo.com/5823159357/JrMZApO2C?refer_flag=1001030103_
技术,#深圳交警一线# 【练家子】10月31日16时20分许，交警光明大队公明中队铁骑队员巡逻至合水口时，发现一辆小车停在路边打警示灯。经了解，该车辆右前轮爆胎了，导致无法继续行驶，为此束手无策，心急如焚。铁骑队员得知情况后，立即提醒车主做好安全防范措施，并利用娴熟的技术和路面应急处理经验，主动帮助车主以最快的速度更换好备胎。 收起全文d,https://weibo.com/1792702427/JrMZuzzyc?refer_flag=1001030103_
技术,还是没忍住截出来了真的在心里暗骂狗男人 撩人还这么讲技术含量干嘛,https://weibo.com/2038312594/JrMXi1wnG?refer_flag=1001030103_
技术,赌王家族最有远见的一房，太有远见了……湖南卫视双11开幕盛典——奚梦瑶何猷君对唱（对嘴）周杰伦的Mojito～终于知道富二代为什么爱娶女明星了吧～～对对嘴，妞妞腰，（连一个托举都举不起来[捂脸]，这应该是全场晚会表演嘉宾里最没有技术含量的一组吧！），就可以拿下丰厚的报酬了，又不用像投资那样承担风险！毕竟现在受疫情影响，其他房生意都受到了影响，唯独有远见的四房依然赚得盆满钵满。这样下去，四房的资产会超过其他三房吗？ 收起全文d,https://weibo.com/2652827175/JrMR4sFZ3?refer_flag=1001030103_
技术,和宝贝吃完海底捞之后就正式开始末段冲刺了，干就完事了，希望能有个好结局，不论是考试还是和她，（啥时候拍照技术能有长进呢，拍谁都能把人家拍丑了，徕卡四摄在我这也赛不了神仙啊，华为又骗我）,https://weibo.com/6740758568/JrMZbBAhV?refer_flag=1001030103_
技术,#华为余承东回应美国三轮制裁#【起底制裁中国科技企业的幕后黑手】#美商务部TikTok技术交易禁令暂缓执行# 5年前，扎克伯格告诉中国的年轻人“你们可以用互联网影响全球”，5年后， 扎克伯格在美国国会变脸抹黑中国科技企业。从中兴到华为、微信，美国科技制裁套路不断上演，打压中国企业出海的幕后黑手竟然是同一群人？#华为余承东回应美国三轮制裁# (@玉渊潭天)L玉渊谭天的微博视频 收起全文d,https://weibo.com/1721484135/JrMZ3CPN7?refer_flag=1001030103_
技术,【华大九天郭继旺：三大举措开拓国产EDA创新之路】郭继旺指出，从研发资金、研发人员数量/质量、产品技术完整度、市场销售额来看，中美EDA资源存在巨大差距。因此，国产EDA需要发挥新型举国体制的优势，通过开源平台聚集国内外优势资源，吸引全球高端人才参与国产EDA建设，解决制约产业发展的技术、资金、人才等核心问题O华大九天郭继旺：三大举措开拓国产EDA创新之路 收起全文d,https://weibo.com/1862172703/JrMZ3pD26?refer_flag=1001030103_
生态系统,#马云真敢讲#今天，马云在上海#外滩金融峰会#发言直指：不是欧美的就先进，中国应该与未来接轨。中国的金融业还是青少年，缺少成熟的金融生态系统。大银行是大江大河，但还需要湖泊、需要水塘，需要小溪小河。我们发展金融不应以欧美为模板填补空白，而应该结合自身坚持创新，发展出一个健康的金融生态。（马云演讲完整视频）L都市时报的微博视频 收起全文d,https://weibo.com/1644114654/JqGrVFqA6?refer_flag=1001030103_
生态系统,【#小兴安岭首次找到东北虎吃熊证据#】近日，小兴安岭太平沟自然保护区的工作人员发现，此前#配合科研实验的黑熊遭东北虎猎杀#。工作人员沿着熊被拖拽的痕迹，发现了熊虎打斗的现场。动物专家认为，近年来太平沟林区的熊类种群，一直呈现增长趋势，如果能够迎来天敌，适当调节它们的数量，林区生态系统将自我调整到一个新的平衡状态。看↓ L央视新闻的微博视频 收起全文d,https://weibo.com/2656274875/Jr7rI8kHk?refer_flag=1001030103_
生态系统,#黄河三角洲湿地景观神奇独特#【“长龙”卧波黄河口】黄河在山东东营汇入渤海，黄蓝交汇，造就了壮美的世界奇观，而且，黄河裹挟着高原的厚土，在此积淀成洲，年复一年，沧海变桑田。著名的山东黄河三角洲国家级自然保护区，有着中国最完整、最广阔、最丰富的湿地生态系统，并且这里的沿海湿地景观神奇而独特，它们经过海水、河水和雨水冲刷与滋润，经过大自然的造化，形成了各种图案，有的像大树，枝叶繁茂，红中带绿，绿中带红；有的如大鹏展翅，扶摇直上；有的似腾飞的巨龙，体态矫健，龙爪雄劲，好像随时准备奔向大海。 L新华网的微博视频 收起全文d,https://weibo.com/2810373291/JpUw4tP8w?refer_flag=1001030103_
生态系统,【#澳大利亚科学家发现500米高珊瑚礁#】近年来，澳大利亚大堡礁一直面临生态危机，不过澳大利亚科学家近日公布了一个好消息，他们在东北海岸发现了一座高约500米的珊瑚礁，是当地120多年来首次发现这种规模的独立珊瑚礁，并且仍在健康的生态系统中蓬勃生长。科学家将对其展开进一步研究。 L央视网的微博视频 收起全文d,https://weibo.com/2557736524/JrMZ9AOao?refer_flag=1001030103_
生态系统,【绿水青山也能“定价”？GEP了解一下！】GEP(生态系统生产总值)不仅关系到咱的钱袋子，还与生态环境息息相关。要让GEP核算进规划、入考核，以GEP核算为依据，指导各地编制好“十四五”区域绿色发展战略规划，还要让GEP核算进决策、入项目，把其引入到生态优先、绿色发展的政策体系中↓ L经济日报的微博视频 @经济日报 收起全文d,https://weibo.com/3354394424/JrJMcwgN1?refer_flag=1001030103_
生态系统,爆米花学堂🍿#爆米花学堂 每日一练#今天的高中题来啦[米奇比心]生态系统的物质循环包括碳循环和氮循环等过程。下列有关碳循环的叙述，错误的是 错误的是,https://weibo.com/7436225109/JrJPyA2T9?refer_flag=1001030103_
生态系统,奇妙的联动增加了 黄龙以钙华池奇景闻名，但鲜为人知的是，由于其相对封闭的地理环境，使得黄龙成为了拥有丰富动植物资源和冰川资源的天然宝库。感谢中国国家地理专家、中科院植物所孙海芹老师的专业解读。,https://weibo.com/1222135407/JrLrLlACB?refer_flag=1001030103_
生态系统,沈逸老师退博了更讨厌饭圈及其生态系统更讨厌不经大脑思考骂爹骂娘的低智能的粉丝,https://weibo.com/5947255222/JrMPeCiZW?refer_flag=1001030103_
生态系统,环境保护当前，北极面临的最大问题是生态环境问题。北极以一个冰冷的地方，从无人问津到如今引起全球的关注。北极有着丰富的自然资源和及其重要的战略地位，北极区域生态环境级变化对全球有很大的影响，包括北极地区碳循环和海洋生态环境系统所遭遇的变化，北极地区脆弱的生态环境系统之保护问题应当引起关注，北极生态环境保护的法律亟待完善，这对于全球都是一个亟须重视的问题，也是迫在眉睫的。 收起全文d,https://weibo.com/6468273170/JrMLUncuw?refer_flag=1001030103_
生态系统,我觉得这世界上99%的人类不明白一个道理：假如人类这一刻全部灭亡，地球照样转。假如昆虫灭绝只要一半，生态系统完全崩塌，地球开启新纪元。,https://weibo.com/1767058121/JrMdU4kUE?refer_flag=1001030103_
生态系统,原神 #原神# #从驻足到远行#《原神》「从驻足到远行」景区联动纪录片-黄龙篇作为国内唯一保护完好的高原湿地，黄龙复杂多样的生态系统为我们提供了非常好的参考；神秘瑰丽的五彩池，也成为璃月「渌华池」的原型。未来，我们也将继续完善《原神》富有生命力的生态环境，希望在提升玩家开放世界体验的同时，也能激发大家亲自去感受自然、保护自然的心情。关注@原神 并转发@ 一位好友，我们将通过@微博抽奖平台 随机抽选10位旅行者赠送【安柏抱枕】1份。本次活动将于11月14日14点开奖 ，请关注官方消息。 L原神的微博视频 收起全文d,https://weibo.com/6593199887/JrL1H0aKv?refer_flag=1001030103_
生态系统,10月30日，江西省生态环境系统新闻发言人培训班拉开序幕。,https://weibo.com/3172298770/JrMnYtXk1?refer_flag=1001030103_
生态系统,币安开放平台计划体现了共享资源与技术的意愿，提供多维度、多层面的开放计划，涉及整个币安生态系统甚至更广的领域，包括技术、战略、社区、应用等。由此赋能其它行业参与者，使他们能够在币安的基础设施和生态系统上打造自己的项目，共同推进这个行业发展，为全球加密资产发展计划生态系统作贡献。,https://weibo.com/7512704985/JrMf9eYfx?refer_flag=1001030103_
生态系统,图书公司同事做本书跟我说想用生态系统的几个图，其实我个人来说，我觉着十年前的图了，本想让它封存起来就算了。这些图当时都是杂志赶档期赶，做得很不充分。另外这些年里，我自身的认知和技术也有改变（除了体力下降），所以……但我又没时间精力重新弄了。我要求给点时间加工下再用，要不实在是难为情。当时时间技术是问题，后期电分又损失了不少。周末加班把图修一下。电脑修，快点，但实际想达到效果，一样不省多少时间，只是修改方便。雨林这图刚修了两个局部的局部，我觉着大众一眼就会看出天壤之别不过这几个图弄下来也得些日子不过说个悲观的吧，我还能活几天啊为了读者能看到更好的效果，再奉献下吧 收起全文d,https://weibo.com/1825129621/JrITt8OWO?refer_flag=1001030103_
生态系统,其实，比特币的问题就是两个：能不能与愿不愿。根据普林斯顿大学的论文，政府可以有N种办法干涉，控制，甚至破坏比特币的生态系统，从GFW到人身控制。技术派可以去读那篇论文，直接反驳。至于愿不愿，也可以认为政府不会，不愿干涉。,https://weibo.com/2588011444/JrL1hehs2?refer_flag=1001030103_
生态系统,【市生态环境局传达学习贯彻党的十九届五中全会和全市党员负责干部会议精神】10月30日下午，市生态环境局召开局系统党政干部负责会议，传达学习党的十九届五中全会和全市党员负责干部会议精神，对认真做好学习宣传贯彻进行安排部署。局领导班子全体成员、机关各处室负责人、直属单位党政主要负责人参加会议。 O市生态环境局传达学习贯彻十九届五中全会和全市党员负责干部会议精神 收起全文d,https://weibo.com/1787537264/JrMaBfrCf?refer_flag=1001030103_
生态系统,【用好生态系统生产总值核算这个标尺】,https://weibo.com/3548442991/JrM6T9KnP?refer_flag=1001030103_
生态系统,【TED教育：如果再增加一万亿棵树怎么办？（英文字幕）】#TED##知识#树木如何帮助应对气候变化？ 努力重建受损的生态系统并减少碳排放。-今天，人类每分钟生产超过1400吨的碳。 为了应对气候变化，我们需要减少化石燃料的排放，并减少过量的二氧化碳以恢复温室气体的平衡。 像所有植物一样，树木通过光合作用消耗大气中的碳。 那么树木可以在这场战斗中起到什么作用？ 让·弗朗索瓦·巴斯汀（Jean-FrançoisBastin）致力于恢复枯竭的生态系统的努力。 L英国学霸君的微博视频 收起全文d,https://weibo.com/6170427997/JrBr5F9Gu?refer_flag=1001030103_
生态系统,#室内设计# #遇见艺术#灵感说 | 城市生态系统：多种物种的垂直栖息地。内部空间可以适合多种物种在垂直城市生态系统中的共同栖息。 人类和城市野生动植物将成为复杂生态系统的一部分，并逐渐依靠彼此的相互作用，来重新构想一种新型的城市同居形式，并创造出新的交织的城市生活方式。by: Aoqian Wu (MFA'20)ins：prattinteriors#普瑞特艺术学院# #pratt# 收起全文d,https://weibo.com/6004414133/JrM2f0cpW?refer_flag=1001030103_
生态系统,【用好生态系统生产总值核算这个标尺】GEP是生态系统生产总值的简称，它与GDP之间既相互联系又有所差异。人们对GEP关注度高，不仅因为它关系到我们的钱袋子，还与我们赖以生存的生态环境息息相关，影响着我们的获得感、幸福感、安全感。一方面，要让GEP核算进规划、入考核，以GEP核算为依据，指导各地编制好“十四五”区域绿色发展战略规划；另一方面，要让GEP核算进决策、入项目，把GEP核算引入到生态优先、绿色发展的政策体系中。（经济日报） 收起全文d,https://weibo.com/3600956903/JrM1I9WVf?refer_flag=1001030103_
生态系统,我在#森林驿站# 为『给丹顶鹤宝宝一个家』捐助了5颗爱心！和#熊猫守护者#一起刷微博，攒能量，收获爱心，共同助力野生动物的生态系统保护，实现区域内人与野生动物的和谐共存吧！O熊猫守护者,https://weibo.com/3729676303/JrLvcF4om?refer_flag=1001030103_
生态系统,发布了头条文章：《聊城市生态环境局举办全市生态环境系统“环保故事听我说”故事会》 O聊城市生态环境局举办全市生态环境系统“环保故事听我说”故事会,https://weibo.com/3315736667/JrLbnlWVK?refer_flag=1001030103_
生态系统,NASA锐参考 | 还记得NASA那张说中国让地球变得更绿的照片吗？这事儿有后续了⬇️还记得去年美国国家航空航天局（NASA）曾发布的那张“中国让地球变得更绿”的照片吗？如今，这事儿又有后续了。29日，一篇发表在《自然》杂志、关于中国陆地生态系统碳汇能力的学术文章引发媒体关注。初看上去，这篇文章略显得有些难懂，光标题可能就难住了很多人：《从大气温室气体浓度估算出中国陆地碳汇量巨大》。首先来解释一下什么是碳汇。通俗而言，可理解为碳吸收，具体指通过植树造林等措施，利用植物光合作用吸收大气中的二氧化碳，并将其固定在植被和土壤中，从而减少温室气体在大气中的浓度的过程。众所周知，中国近些年来在植树造林、森林恢复方面下了很大功夫，也颇有建树，那么这些成果对中国大气温室气体浓度是否有所作用？《自然》杂志文章所回答的正是这一问题。研究结果表明，2010-2016年，中国陆地生态系统年均吸收约11.1亿吨碳，吸收了同时期人为碳排放的45%。简言之，至少近六年来，中国人为排放二氧化碳总量的近一半，都被我们所种植、培育的森林吸收掉了。据文章指出，其中发挥主要作用的是中国重要林区，尤其是西南地区和东北地区的新种植森林。这无疑是个利好消息。而好消息，自然也会被外国媒体所注意。英国广播公司（BBC）敏锐指出，这项研究表明，上述中国两个地区森林吸收二氧化碳的规模“被严重低估”。BBC没有夸大其词，因为正是在中科院大气物理研究所刘毅教授带领研究团队对海量观测数据的追踪、计算和论证中，中国陆地系统“被严重低估的碳汇能力”才最终被看见。用文章合著者、英国爱丁堡大学的保罗·帕尔默（Paul Palmer）教授的话说，中国森林碳汇规模大到“可能让人惊讶”，但他同时指出，空间和实地测量数据之间的“良好一致性”可以消除外界的惊讶和疑虑。他用“稳健”一词形容这项对中国碳汇能力至关重要的研究。28日，中科院大气物理所在其官网提前公布了《自然》杂志将发表这项研究的消息，并明确指出：这一研究将为我国“碳中和”核算和国际谈判提供有力的科学依据。很显然，对中国而言，作为一直以来被公认 “全球碳排放量最大国家”，一旦所排放二氧化碳的近一半能够被日益茂盛的森林所直接吸收，那么这么多年来围绕碳排放等气候议题而形成的话语场无疑将发生深远变化。可以说，这是对中国森林碳汇能力的一次“正名”，同时也是对国际社会长期以来借中国碳排放量说事儿的一次有力回击。而有了这些数据的支撑，无论是在曾被发达国家占据主场的气候谈判中，还是对未来中国承诺的践行中，中国的底气和信心都会更足——今年9月的联合国大会上，中国领导人作出郑重承诺：中国将提高国家自主贡献力度，采取更加有力的政策和措施，二氧化碳排放力争于2030年前达到峰值，努力争取2060年前实现碳中和。那么，又是什么导向了中国陆地系统碳汇能力“被看见”这一结果呢？对此，《自然》杂志文章和BBC报道都给出了清晰答案。“这是中国近40年来对恢复天然森林植被、加强人工林培育的巨大投入取得的成果。”“一段时间以来，中国森林的日益茂盛显而易见。近几十年来，数十亿棵树被种下，以解决荒漠化和土壤流失，并建立充满活力的木材和造纸工业。”而在对多篇资料的复盘中，小锐也发现了一个意外亮点——去年，NASA曾公布一张卫星照片显示中国等国的努力正在让地球变得更加绿色，引发世界网友一波集体感谢中国的热潮（点击阅读相关报道），而今天《自然》杂志上发表的这项新研究，则为NASA照片增添了更有力且更进一步的科学支撑。微信编辑 | 许海婷微信审核 | 姜涛 收起全文d,https://weibo.com/5056782698/JrL9fj5gx?refer_flag=1001030103_
区域,【最新消息！#丢奖章的爷爷获赠一枚新奖章# 】10月24日下午，92岁老人刘廷珠在颐和园北宫门区域遗失一枚“抗美援朝70周年纪念章”。经过本报牵线，北京退役军人事务局主动赠送了一枚新奖章。今晚10点，老人在位于西二旗的家中收到了新奖章。据了解，老人丢失奖章后心情十分低落，晚上也睡不好觉。拿到新奖章，刘廷珠和家属非常兴奋，“老爷子真的太高兴了，你们送的不是奖章，是老爷子的长寿。”北京市退役军人事务局思想政治和权益维护处副处长金刚介绍：“虽然老人是黑龙江户籍，奖章也是黑龙江发放的，但是既然来了北京，就是我们的服务对象。国家在发放奖章的时候也考虑得非常周到，都有几枚富余的奖章，我们就拿出一枚送给老人。如果公园方找到了丢失的奖章，再将奖章还回即可。”如果有市民或游客在颐和园发现纪念章，请与颐和园管理处联系。#92岁老兵抗美援朝纪念章遗失颐和园# 。（@北京晚报 记者叶晓彦 程功） 收起全文d,https://weibo.com/1703371307/JqRVYzy3c?refer_flag=1001030103_
区域,【前三季度#25省份经济增速由负转正# #经济总量广东第一# #中国成为首个实现正增长的主要经济体#】今年前三季度，中国成为全球首个实现正增长的主要经济体，“由负转正”同样成为前三季度中国区域经济的关键词。截至目前，31个省份陆续公布了前三季度经济运行情况。从经济总量看，前三季度，广东以7.84万亿居于首位，江苏紧随其后为7.38万亿，山东则是5.22万亿居于第三。据统计，有13个省份的地区生产总值在前三季度超过了2万亿。 从经济增速看，恢复的态势更加明显。前三季度实现经济正增长的省份达到25个。在实现正增长的省份中，22个省份经济增速跑赢全国，其中贵州、江苏、湖南等15个省份经济增速在2%及以上。 L央视财经的微博视频 收起全文d,https://weibo.com/2258727970/JrIEEpoi1?refer_flag=1001030103_
区域,【无限温柔！#女童手卡塑料筐消防员暖心安慰#】10月29日，江西南昌洪都消防救援站接警称，一名小女孩手指被卡塑料筐，之前试过涂抹油和肥皂，但都没有效果。消防员拿来小锯条尝试将女孩手指被卡区域塑料锯断，另一名消防员则化身“爸爸”抱住女孩，温柔地安慰她。经大约五分钟处置后，女孩手指被成功取出，并无大碍。@时间视频 L时间视频的微博视频 收起全文d,https://weibo.com/2810373291/JrLM0ev6P?refer_flag=1001030103_
区域,我最近自我感觉特别走运，来offer，还有各种东西就到我这要么没地儿了要么打烊了要么没货了要么开始排队等位。今天去故园分享会，没椅子了，站着好多人。 我刚站了半分钟，工作人员搬进来把椅子就放我旁边。我问能坐吗，工作人员说可以。于是在站着的区域就我一个人坐着。抽奖环节我没买书没参与，但我想最近这么锦鲤附体该不会是我周围人中了吧，嘿，还真是前面的姑娘中奖了。看到故园就很开心，也没执意排签名，随便逛，刚出钟书阁碰到了要走的史航老师，遂激情合影。我就不去买彩票了，给其他人一个暴富的机会，我来把好运气多多散播给我的神仙沙雕朋友们哈哈哈哈哈 收起全文d,https://weibo.com/1831144655/JrMZY5qkA?refer_flag=1001030103_
区域,每次看到自己害怕的东西都会立马躲在我身后 又要好奇的探出一个小脑袋 在他的安全区域内观察着未知,https://weibo.com/1731923314/JrMZVbrlv?refer_flag=1001030103_
区域,亚洲国家一体化将是15年后中最重要的功课，这是一个举世骇惊的伟大工程，中迟早要建立一个比欧盟更高级的区域经济组织，这样的雄心壮志将是为未来一统天下奠定区域准备。,https://weibo.com/3082843715/JrMZM2Zdu?refer_flag=1001030103_
区域,#今天也是忙碌的一天今天早晨一睁眼就是急急忙忙的一天，出门的时候竟然忘记了穿外套，一整天的论坛满满当当，下午还参加了区域国别学术报告研讨，大咖级别的论坛，不失风趣的介绍者，不仅拓宽了视野，也懂得了外语人身上肩负的责任与使命，思想和身体都“饱餐一顿”。晚上回来赶着看文献，做总结，准备明天上课用的材料。准备迎接新的一周吧。 收起全文d,https://weibo.com/5314298273/JrMZKguSU?refer_flag=1001030103_
区域,啊啊啊！我的休息被区域大会给破坏了，我太难了,https://weibo.com/3898534183/JrMZitOCD?refer_flag=1001030103_
区域,【#郁亮称房企金融土地红利时代已经结束#，未来要靠管理服务】10月31日在万科华东区域媒体会上，万科集团董事会主席郁亮表示，房地产行业金融土地红利结束了，未来要靠管理服务要适应变化。以前是增量时代，现在是存量时代，要有增有减。 L老板联播的微博视频,https://weibo.com/1974561081/JrMCMxks4?refer_flag=1001030103_
区域,【故宫手绘全图日更——Day 168】故宫内廷外西路慈宁宫、寿康宫区域全部调整完成，香炉、月晷、水缸、柱头栏杆、地面等后期统一添加修饰。这一部分画得很慢，主要是头所殿到三所殿以及东宫殿到西宫殿资料较难查找。好在经过一番努力，最终还是把原建筑细节都一一展现在纸面上了~,https://weibo.com/1550255833/JrMZcfo1f?refer_flag=1001030103_
区域,【港口型国家物流枢纽已达到16家 基本覆盖我国沿海港口五大区域和长江流域港口】近日，国家发展改革委发布消息，国家发展改革委、交通运输部联合印发《关于做好2020年国家物流枢纽建设工作的通知》（发改经贸﹝2020﹞1607号，以下简称《通知》），共有22个物流枢纽入选2020年国家物流枢纽建设名单。其中港口型的物流枢纽有7家，加上2019年已经发布的港口型物流枢纽名单，港口型国家物流枢纽已达到16家，基本覆盖我国沿海港口五大区域和长江流域港口。 收起全文d,https://weibo.com/2359441912/JrLrTwoGW?refer_flag=1001030103_
区域,【三亚试驾吉利博瑞ePro，油电同价还送绿牌，省着开不如开着省】从11.2号开始上海外环线内高架区域，外牌限制时间改成工作日7:00-20:00，相信不少朋友在筹备拍牌，甚至准备换新能源能送绿牌的车现阶段除非家里有车位能装充电桩或者公司附近充电便捷，否则电动车依旧没有燃油车加油那么方便但是还有一类混动车型，既能加油还能充电，关键送绿牌。不过价格参差不齐，但是吉利算是少有能做到燃油车和混动车价格一样的车企，再送你一块绿色沪牌，你们觉得性价比怎么样呢 #每日一条vlog# #我生活里的一分钟# L一朵马力的微博视频 收起全文d,https://weibo.com/1806606112/JrML1sOyZ?refer_flag=1001030103_
区域,不知道哈喽单车在干嘛 一共骑了九分钟就说出了区域让我多给20块钱拖车钱 结果我下楼去找车准备骑回去还被人偷走了 有病,https://weibo.com/2023832435/JrMYW2Au4?refer_flag=1001030103_
区域,【重磅发布！转正！31省份前三季度经济“成绩单”出炉！经济总量前三名是】今年前三季度，中国成为全球首个实现正增长的主要经济体，同样成为前三季度中国区域经济的关键词。截至目前，31个省份陆续公布了前三季度经济运行情况，各地经济“成绩单”表现如何？详见：O重磅发布！转正！31省份前三季度经济“成绩单”出炉！经济总量前三名是→,https://weibo.com/1651428902/JrMVznbFn?refer_flag=1001030103_
区域,未来三天（11月1日-3日），#全国空气质量预报# 未来三天（10月31日-11月2日），扩散条件一般，全国空气质量大部以良至轻度污染为主，东北辽宁局地、华北中南部、华东中北部、华南区域湖南和珠三角局地可能出现中度污染，首要污染物以PM2.5和PM10为主。,https://weibo.com/6387480100/JrMYG0Obp?refer_flag=1001030103_
区域,亚美尼亚声称是阿塞拜疆方面在纳卡使用白磷燃烧弹的画面，虽然场面非常的漂亮，但是被覆盖的区域注定会成为地狱。 L电波震长空XYY的微博视频,https://weibo.com/1896058141/JrMDe1iec?refer_flag=1001030103_
区域,【绿水青山也能“定价”？GEP了解一下！】GEP(生态系统生产总值)不仅关系到咱的钱袋子，还与生态环境息息相关。要让GEP核算进规划、入考核，以GEP核算为依据，指导各地编制好“十四五”区域绿色发展战略规划，还要让GEP核算进决策、入项目，把其引入到生态优先、绿色发展的政策体系中↓ L经济日报的微博视频 @经济日报 收起全文d,https://weibo.com/3354394424/JrJMcwgN1?refer_flag=1001030103_
区域,国庆那一会儿就是在这片区域骑着电动接你我们一起吃饭🥓🥘然后乖乖地各自回校上课十一月请让我们rich💸一点 2呼和浩特,https://weibo.com/3686970797/JrMXSFQYF?refer_flag=1001030103_
区域,#阿里华中区域总部落地徐东# 11月2日开工，小伙伴们期待吗？,https://weibo.com/5577894982/JrMXPqVWk?refer_flag=1001030103_
区域,#数码#【微软新技术！让你的Windows 10电脑变成“触摸屏”】微软近日申请了一项新的专利技术，可以为你现有的电脑带来“触摸屏”。微软的这一专利能让Windows系统将来自触控板的输入视为触摸输入。举例来说，使用笔记本的触摸板或类似硬件，你可以在Windows 10系统的某个焦点区域进行触摸操作。,https://weibo.com/7389268113/JrMXBeVbi?refer_flag=1001030103_
区域,在宿舍公共区域到处乱放私人物品结果还吐槽宿舍好小真的好好笑,https://weibo.com/6600885440/JrMXkFRx9?refer_flag=1001030103_
区域,#上新了故宫# 真真真是太羡慕邓伦了，能在600岁的紫荆城里自由漫步，在未开放的区域探索故宫的秘密~每一季每一集都反复看，从以前的2倍速改看0.5倍速，故宫真真太美了，每一帧都是壁纸我太太太爱故宫了@邓伦,https://weibo.com/1744507312/JrMX4u9dR?refer_flag=1001030103_
区域,【效率低可能是方法没找对！速转这套康奈尔笔记法】①把笔记本每页都分成3个区域，每个区域都有特定用途；②在页面顶部写上课程名、日期、课程主题/书名等；③在右侧区域记笔记；④把联想到的问题写在左侧区域；⑤把总结写在页面最底部那一栏；⑥时常复习笔记。详戳↓↓考研、国考都用得上！ #今年法考报名人数创历史新高# 收起全文d,https://weibo.com/2017296983/JrMWJs0NK?refer_flag=1001030103_
